"DISTRITO";"198";"PARTIDO DE LOS TRABAJADORES SOCIALISTAS ";"SAN LUIS";"COMITÉ CENTRAL";;"SCIUTTI";"FLORENCIA";"29038877";"25/10/2011";"25/10/2014"
"DISTRITO";"286";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"CAPITAL FEDERAL";"Mesa Ejecutiva";"Secretario/a de Formación Política";"FEDERICO";"PASTRANA";"29039232";"24/05/2013";"24/05/2015"
"DISTRITO";"325";"MOVIMIENTO UNIDAD DEL TRABAJO Y LA PRODUCCION";"CAPITAL FEDERAL";"Comité Ejecutivo";"Vocal Suplente";"LORENA MARIEL";"IBARRA";"29040669";"24/06/2013";"24/06/2017"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO PROVINCIAL";"TITULAR";"LEONE";"MIGUEL ANGEL";"29043792";"01/08/2012";"31/07/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA FE";"CONGRESO NACIONAL";"MIEMBRO INTEGRANTE";"CLERI";"MARCOS";"29047484";"27/05/2012";"27/05/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA FE";"CONSEJO EJECUTIVO PROVINCIAL";"MIEMBRO INTEGRANTE";"PEREZ";"CARLOS M.";"29049283";"27/05/2012";"27/05/2015"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"SAN JUAN";"COMITE CAPITAL";"TITULAR";"OROPEL ARCE";"NATALIA CECILA";"29058264";"06/04/2014";"06/04/2016"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"RÍO NEGRO";"DELEGADOS A LA ASAMBLEA POR DISTRITO";"TITULAR";"BARROERO";"DARIO MARTIN";"29058776";"17/12/2012";"16/12/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"TUCUMÁN";"JUNTA DE GOBIERNO";"PRO-SECRETARIO";"SALAZAR";"SEBASTIAN";"29059873";"2012-2014";
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"CONVENCION PROVINCIAL";"TITULAR";"ALDERETES";"GUSTAVO DANIEL";"29060460";"04/02/2012";"04/02/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR PROVINCIALES";"SUPLENTES";"BRITO";"FRANCO TADEO ";"29060497";"2012-2014";
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"SANTIAGO DEL ESTERO";"JUNTA ELECTORAL PROVINCIAL";"MIEMBRO TITULAR";"COLOMBRES";"FATIMA GABRIELA";"29068873";"26/03/2012";"26/03/2016"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"LA PAMPA";"COMITE NACIONAL";"SUPLENTE";"CORREDERA";"ROMINA IRIS";"29074065";"01/04/2013";"30/10/2014"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"LA PAMPA";"CONVENCION PROVINCIAL";"TITULARES";"CORREDERA";"ROMINA IRIS";"29074065";"01/04/2013";"30/10/2014"
"DISTRITO";"71";"PARTIDO DEL OBRERO";"NEUQUÉN";"CONGRESO";"TITULAR";"CERDA";"CARINA MARIA GABRIELA";"29075000";"26/05/2013";"25/05/2016"
"DISTRITO";"71";"PARTIDO DEL OBRERO";"NEUQUÉN";"TRIBUNAL DE DISCIPLINA";"MIEMBRO INTEGRANTE";"CERDA";"CARINA MARIA GABRIELA";"29075000";"26/05/2013";"25/05/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO PROVINCIAL";"TITULAR";"LINAREZ";"ANA LÍA";"29079481";"01/08/2012";"31/07/2014"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"TUCUMÁN";"TRIBUNAL DE DISCIPLINA";"MIEMBRO INTEGRANTE";"ARGAÑARAZ";"JOSE ENRIQUE";"29082078";"21/09/2012";"21/09/2016"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"TUCUMÁN";"CONGRESO DE DISTRITO";"TITULAR";"ARGAÑARAZ";"JOSE ENRIQUE";"29082078";"21/09/2012";"21/09/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR PROVINCIALES";"TITULARES";"VALLETTA";"NATALIA ELIZABETH";"29082398";"2012-2014";
"DISTRITO";"187";"AUTODETERMINACION Y LIBERTAD                             ";"CAPITAL FEDERAL";"Congreso";"Delegado/a suplente";"LAURA INES";"ALVAREZ HÜWILER";"29083893";"06/10/2012";"07/10/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO PROVINCIAL";"SUPLENTE";"DEL CORRO";"VICTORIA PAULA";"29084012";"01/08/2012";"31/07/2014"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"MISIONES";"COMITE NACIONAL";"SUPLENTE";"TORRES";"ZULMA RAQUEL";"29086905";"12/03/2014";"12/03/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO PROVINCIAL";"TITULAR";"MARSHALL";"PABLO ROBERTO";"29088604";"01/08/2012";"31/07/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO NACIONAL";"TITULAR";"MOYANO";"EUGENIO MATIAS";"29088785";"01/08/2012";"31/07/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO PROVINCIAL";"SUPLENTE";"MOYANO";"EUGENIO MATIAS";"29088785";"01/08/2012";"31/07/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CHACO";"CONSEJO PROVINCIAL";"SUPLENTE";"ARTIGUEZ";"SERGIO EDUARDO";"29092789";"07/10/2012";"12/10/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"TIERRA DEL FUEGO";"COMITE PROVINCIAL";"PROSECRETARIO";"CUFONE";"LUCIANA LORENA";"29103601";"29/11/2013";"29/11/2015"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"CATAMARCA";"ASAMBLEA GENERAL ";"TITULAR";"SALAS";"DANIEL ERNESTO";"29104225";"07/01/2013";"07/01/2017"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"CATAMARCA";"CONGRESO";"TITULAR";"SECO";"DORA GABINA";"29104236";"20/05/2013";"20/05/2017"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"CATAMARCA";"CONSEJO EJECUTIVO ";"VOCAL";"SECO";"ROQUE DIONISIO";"29104237";"20/05/2013";"20/05/2017"
"DISTRITO";"5";"PARTIDO DEMÓCRATA CRISTIANO";"CATAMARCA";"CONVENCION PROVINCIAL";"SUPLENTE";"SANTILLAN";"ANTONIO WALTER DARIO";"29104450";"03/02/2013";"03/02/2016"
"DISTRITO";"177";"NUEVA DIRIGENCIA";"SAN JUAN";"JUNTA DE GOBIERNO";"VICEPRESIDENTE 1°";"GUEVARA SANCHEZ";"MARGARITA LAURA";"29108791";"08/03/2014";"08/03/2016"
"DISTRITO";"158";"PARTIDO RENOVADOR";"MISIONES";"TRIBUNAL DE CONDUCTA";"MIEMBRO INTEGRANTE";"RUIZ DIAZ";"MALVINA SOLEDAD";"29109982";"02/03/2011";"02/03/2015"
"DISTRITO";"286";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"CAPITAL FEDERAL";"Mesa Ejecutiva";"Vocal";"ELIANA";"PERSKY";"29115247";"24/05/2013";"24/05/2015"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Prosecretario/a";"Comité de Provincia";"PABLO MATIAS";"DOMENICHINI";"29116234";"25/10/2012";"25/10/2014"
"DISTRITO";"152";"PARTIDO RENOVADOR DE SALTA";"SALTA";"CONVENCION PROVINCIAL";"SUPLENTE";"DOMINGUEZ";"DAIANA MARIA IRENE";"29120225";"26/03/2012";"26/03/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"ENTRE RÍOS";"Junta Provincial";"TITULAR";"CEAGLIO";"FERNANDO GABRIEL";"29120942";"25/06/2012";"25/06/2014"
"DISTRITO";"182";"MOVIMIENTO DE BASES INDEPENDIENTES";"SANTIAGO DEL ESTERO";"Asamblea Provincial ";"Vocal";"SANTILLÁN";"MARÍANA MERCEDES";"29123540";"15/05/2012";"15/05/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR PROVINCIALES";"SUPLENTES";"ALTAMIRANO";"MARIA EDITH";"29127999";"2012-2014";
"DISTRITO";"70";"Partido de Trabajadores por el Socialismo";"BUENOS AIRES";"Congreso";"Congresal Titular";"LAURA NATALIA";"RIOS";"29128184";"24/04/2011";"24/04/2014"
"DISTRITO";"61";"IZQUIERDA POR UNA OPCION SOCIALISTA";"BUENOS AIRES";"Congreso Provincial";"Delegado/a Titular";"JUAN EDELMIRO";"IMAN";"29129591";"16/05/2011";"16/05/2015"
"DISTRITO";"70";"Partido de Trabajadores por el Socialismo";"BUENOS AIRES";"Comisión de Fiscalización";"Delegado/a Titular";"SANTIAGO BLAS";"MARRUPE";"29131955";"24/04/2011";"24/04/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"RAMA DE LA JUVENTUD - CONGRESO PROVINCIAL - DPTO. CAPITAL";"TITULAR";"REINOSO";"JAQUELINE DEL VALLE";"29138198";"20/12/2012";"20/12/2016"
"DISTRITO";"159";"MOVIMIENTO NORTE GRANDE";"LA RIOJA";"JUNTA PROVINCIAL";"Cocal Revisor de Cuentas";"ESPECHE";"FEDERICO OMAR";"29138345";"14/09/2012";"14/09/2016"
"DISTRITO";"157";"FRENTE DEL PUEBLO";"LA RIOJA";"CONGRESO DPTO.INDEPENDENCIA";"SUPLENTE";"MERCADO";"VICTOR SEBASTIAN";"29138356";"30/04/2013";"30/04/2017"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - DPTO. CAPITAL";"TITULAR";"TRONCOSO LOTO";"MATIAS FRANCISCO";"29138462";"20/12/2012";"20/12/2016"
"DISTRITO";"161";"MEMORIA Y MOVILIZACIÓN SOCIAL";"MISIONES";"APODERADO";"APODERADO";"GONZALEZ";"SEBASTIAN ARMANDO";"29138732";"18/03/2014";"02/04/2015"
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"SANTIAGO DEL ESTERO";"ASAMBLEA PROVINCIAL  CAPITAL";"MIEMBRO TITULAR";"TORRES";"CLAUDIA ALEJANDRA";"29142633";"26/03/2012";"26/03/2016"
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"SANTIAGO DEL ESTERO";"COMISION SE PODERES";"MIEMBRO INTEGRANTE";"TORRES";"CLAUDIA ALEJANDRA";"29142633";"26/03/2012";"26/03/2016"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"CENTRO DE LA PROVINCIA";"SECRETARIO TITULAR";"BRAVO";"DARWIN DANIEL";"29142860";"07/10/2012";"07/10/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"CENTRO DE LA PROVINCIA-MESA EJECUTIVA";"SECRETARIO DE PRENSA Y PUBLICIDAD";"BRAVO";"DARWIN DANIEL";"29142860";"07/10/2012";"07/10/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"CONFEDERACION DE TRABAJADORES SOCIAL DE CENTRO";"MIEMBRO INTEGRANTE";"BRAVO";"DARWIN DANIEL";"29142860";"07/10/2012";"07/10/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"CENTRO DEPARTAMENTAL- CAPITAL";"SECRETARIO TITULAR";"BRAVO";"DARWIN DANIEL";"29142860";"07/10/2012";"07/10/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"CENTRO DE CIRCUITO: CAPITAL";"PRESIDENTE";"BRAVO";"DARWIN DANIEL";"29142860";"07/10/2012";"07/10/2014"
"DISTRITO";"161";"MEMORIA Y MOVILIZACIÓN SOCIAL";"MISIONES";"JUNTA ELECTORAL";"PRESIDENTE";"FERNANDEZ";"RICARDO FABIAN";"29143170";"02/04/2013";"02/04/2015"
"DISTRITO";"187";"PARTIDO SOCIAL PATAGÓNICO";"TIERRA DEL FUEGO";"MESA PROVINCIAL";"TITULAR";"NOTTI";"CECILIA BEATRIZ";"29147161";"01/05/2014";"01/05/2017"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"RAMA DE LA JUVENTUD - SECRETARIOS CONSEJEROS";"SUPLENTE";"HERRERA";"ROQUE NICOLAS";"29164250";"20/12/2012";"20/12/2016"
"DISTRITO";"189";"PARTIDO OBRERO";"SALTA";"COMITÉ DE DISTRITO";"VOCAL TITULAR";"QUINTANA";"JULIO OSCAR";"29164803";"30/01/2010";"30/01/2012"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"TUCUMÁN";"CONGRESO DE DISTRITO";"TITULAR";"RAMOS";"MONICA PATRICIA";"29164945";"21/09/2012";"21/09/2016"
"DISTRITO";"276";"Movimiento Avanzada Socialista";"BUENOS AIRES";"Congreso de Distrito ";" ";"LUCIA NATALIA";"ALDANA";"29173932";"13/06/2011";"13/06/2014"
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"TUCUMÁN";"CONSEJO DIRECTIVO";"4° VOCAL SUPLENTE";"GORDILLO";"TOBIAS";"29175877";"05/10/2011";"05/10/2013"
"DISTRITO";"67";"KOLINA";"CHACO";"CONGRESO DISTRITAL";"MIEMBRO TITULAR";"IVANOFF";"JONATAN DAVID";"29177191";"07/06/2013";"06/06/2015"
"DISTRITO";"67";"KOLINA";"CHACO";"CONSEJO CENTRAL DE DISTRITO";"TESORERO";"IVANOFF";"JONATAN DAVID";"29177191";"07/06/2013";"06/06/2015"
"DISTRITO";"47";"COALICIÓN CÍVICA - AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"NEUQUÉN";"Junta Electoral";"NO CONSTA ";"DUTTO";"VANESA";"29182832";"22/05/2012";"22/05/2014"
"DISTRITO";"166";"UNIÓN DE LOS NEUQUINOS";"NEUQUÉN";"CONGRESO";"CONGRESAL";"ANDRIAN";"SILVIA SUSANA";"29189694";"26/06/2012";"25/06/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CATAMARCA";"JUNTA EJECUTIVA PROVINCIAL";"SECRETARIO ASUNTOS CULTURALES";"VERON";"RUBEN DARIO";"29190967";"03/11/2012";"03/11/2014"
"DISTRITO";"325";"MOVIMIENTO UNIDAD DEL TRABAJO Y LA PRODUCCION";"CAPITAL FEDERAL";"Comité Ejecutivo";"Vocal Titular";"MAIA ";"VOLCOVINSKY";"29191976";"24/06/2013";"24/06/2017"
"DISTRITO";"181";"LA IZQUIERDA DE LOS TRABAJADORES";"NEUQUÉN";"CONGRESO";"TITULAR";"RUIZ";"MARISOL";"29192244";"08/04/2013";"07/04/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA                              ";"CAPITAL FEDERAL";"Concejo Metropolitano";"Delegado/a Titular";"MARIANA BEATRIZ";"VIEYRA";"29192345";"06/04/2014";"06/04/2016"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"ENTRE RÍOS";"MESA  DIRECTIVA PROVINCIAL ";"APODERADO";"GAMARRA";"LISANDRO LUIS";"29207226";"25/05/2011";"25/05/2015"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"ENTRE RÍOS";"MESA  DIRECTIVA PROVINCIAL ";"VOCAL";"GAMARRA";"LISANDRO LUIS";"29207226";"25/05/2011";"25/05/2015"
"DISTRITO";"198";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"LA PAMPA";"MESA DE CONDUCCION";"ASAMBLEISTA SUPLENTE";"GARCIA";"ANDREA ELISABET";"29209871";"10/01/2014";"10/01/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"MISIONES";"CONGRESO PROVINCIAL";"CONGRESAL TITULAR";"NOGUERA";"JAVIER RAMON";"29210991";"25/05/2014";"25/05/2016"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"JUJUY";"CONGRESO PROVINCIAL";"Congresal Titular";"PELOC";"JOSE OSCAR";"29211414";"05/10/2012";"05/10/2014"
"DISTRITO";"181";"LA IZQUIERDA DE LOS TRABAJADORES";"NEUQUÉN";"COMITÉ CENTRAL";"SUPLENTE";"PONCE";"JULIO CRISSTIAN";"29213108";"08/04/2013";"07/04/2016"
"DISTRITO";"30";"PARTIDO SOCIALISTA AUTÉNTICO";"TIERRA DEL FUEGO";"CONGRESO";"SUPLENTES ";"TONCKOVIACK SILVA";"JUAN MARCELO";"29213418";"17/02/2013";"16/02/2016"
"DISTRITO";"219";"PARTIDO DEL TRABAJO Y DEL PUEBLO";"SALTA";"COMITÉ DE DISTRITO";"MIEMBRO INTEGRANTE";"REALES";"NANCY DEL VALLE";"29217578";"11/01/2014";"11/01/2016"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"CHACO";"COMITE DE CIRCUITO. LISTA INTERNA, AZUL, NARANJA, MORADA. (RESISTENCIA)";"SUPLENTE";"ACUÑA";"ANALIA ALEJANDRA";"29220535";"10/12/2013";"10/12/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"CHACO";"CONVENCION PROVINCIAL. LISTA INTERNA, AZUL, NARANJA, MORADA. (RESISTENCIA)";"DELEGADO SUPLENTE";"ACUÑA";"ANALIA ALEJANDRA";"29220535";"10/12/2013";"10/12/2015"
"DISTRITO";"47";"COALICIÓN CÍVICA - AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA  (ARI)";"CORDOBA";"INTERVENCION";"INTERVENTOR";"MORO";"IGNACIO JOAQUIN";"29220990";"23/06/2014";"23/09/2014"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA ";"MENDOZA";"Secretariado Ejecutivo Provincial ";"Secretario Titular";"IMMERSO";"FRANCISCO";"29222699";"22/08/2012";"22/08/2014"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA ";"MENDOZA";"Asamblea Nacional";"Delegado Suplente";"IMMERSO";"FRANCISCO";"29222699";"22/08/2012";"22/08/2014"
"DISTRITO";"213";"PROPUESTAS PARA MENDOZA";"MENDOZA";"PLENARIO PROVINCIAL. DPTO. TUPUNGATO";"MIEMBRO INTEGRANTE";"ORDENES";"RAUL DARIO";"29224559";"24/05/2013";"24/05/2015"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"SANTIAGO DEL ESTERO";"JUNTA PROVINCIAL";"SECRETARIO TITULAR";"FERNANDEZ";"SILVIA BEATRIZ";"29236546";"17/06/2012";"17/06/2016"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"SANTIAGO DEL ESTERO";"DELEGADOS AL CONGRESO PROVINCIAL";"TITULAR";"FERNANDEZ";"SILVIA BEATRIZ";"29236546";"17/06/2012";"17/06/2016"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"SANTIAGO DEL ESTERO";"JUNTA DEPARTAMENTAL";"SECRETARIO";"FERNANDEZ";"SILVIA BEATRIZ";"29236546";"17/06/2012";"17/06/2016"
"DISTRITO";"63";"ES POSIBLE";"CORDOBA";"CONVENCIÓN PROVINCIAL";"MIEMBRO INTEGRANTE";"DEFAGOT DIAZ";"NESTOR JAVIER";"29238234";"15/10/2012";"15/10/2016"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"TIERRA DEL FUEGO";"CONSEJO EJECUTIVO";"VOCALES";"GARCIA";"FEDERICO ";"29239074";"2013/2017";
"DISTRITO";"50";"PARTIDO SOCIALISTA";"ENTRE RÍOS";"Junta Provincial";"TITULAR";"ALZAMENDI";"JUAN MANUEL";"29239921";"25/06/2012";"25/06/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"MISIONES";"CONGRESO PROVINCIAL";"CONGRESAL TITULAR";"ROSA";"FERNANDO RAUL";"29241608";"25/05/2014";"25/05/2016"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"MISIONES";"CONGRESO PROVINCIAL";"MIEMBRO INTEGRANTE";"GONZALEZ";"DIONICIO DANIEL";"29241775";"30/05/2011";"30/05/2015"
"DISTRITO";"165";"PARTIDO NUEVO OCTUBRE";"MISIONES";"JUNTA PROVINCIAL";"VOCAL TITULAR";"MARTINEZ";"CAROLINA BEATRIZ";"29241886";"30/11/2012";"30/11/2016"
"DISTRITO";"165";"PARTIDO NUEVO OCTUBRE";"MISIONES";"TRIBUNAL DE DISCIPLINA";"VOCAL TITULAR";"GIMENEZ";"RAMON OCTAVIO";"29241966";"30/11/2012";"30/11/2016"
"DISTRITO";"205";"PARTIDO FE";"SANTIAGO DEL ESTERO";"ORGANO DISCIPLINARIO";"2° VOCAL SUPLENTE";"LOBO";"NELLY SOFIA";"29243299";"05/06/2013";"05/06/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR PROVINCIALES";"TITULARES";"FULIO";"CARLOS HUGO";"29247531";"2012-2014";
"DISTRITO";"213";"ENCUENTRO POPULAR";"BUENOS AIRES";"Asamblea Provincial";"Delegado/a Titular";"MARIA MILAGROS";"ESPOSITO";"29248653";"12/11/2012";"12/11/2015"
"DISTRITO";"153";"MOVIMIENTO PATAGÓNICO POPULAR";"RÍO NEGRO";"MESA EJECUTIVA PROVINCIAL";"APODERADO";"JENSEN";"LORENA PAOLA";"29251166";"10/03/2012";"10/03/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"SANTA CRUZ";"COMITE PROVINCIA";"VOCAL TITULAR";"VERA";"CESAR LUIS";"29251368";"11/05/2014";"11/05/2018"
"DISTRITO";"5";"PARTIDO DEMÓCRATA CRISTIANO";"CORDOBA";"JUNTA EJECUTIVA PROVINCIAL";"SUPLENTE";"MARTINEZ";"LEANDRO GABRIEL";"29252669";"14/10/2011";"14/10/2013"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"CATAMARCA";"JUNTA ELECTORAL";"SUPLENTE";"GONZALEZ";"GUILLERMO NICOLAS";"29252826";"07/01/2013";"07/01/2017"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CORDOBA";"TRIBUNAL DE DISCIPLINA";"PRESIDENTE";"CABANNE MORENO";"MAXIMILIANO";"29256309";"16/10/2012";"16/10/2014"
"DISTRITO";"157";"UNIFICACIÓN POPULISTA";"CATAMARCA";"COMITÉ PROVINCIAL";"VICEPRESIDENTE ";"NIEVA";"MARIA TERESA";"29259778";"01/11/2010";"01/11/2014"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CORDOBA";"JUNTA EJECUTIVA PROVINCIAL";"VOCAL SUPLENTE";"FLORES GALLETTO";"LAURA BEATRIZ";"29275938";"16/10/2012";"16/10/2014"
"DISTRITO";"152";"PARTIDO RENOVADOR DE SALTA";"SALTA";"CONVENCION PROVINCIAL";"TITULAR";"GUAYMAS";"DOMINGO ALEJANDRO";"29276903";"26/03/2012";"26/03/2014"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"SAN JUAN";"COMITE PROVINCIA";"PROTESORERO";"MERCADO";"JUAN MANUEL";"29282798";"06/04/2014";"06/04/2016"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"SAN JUAN";"CONVENCION CAPITAL";"DELEGADO";"MERCADO";"JUAN MANUEL";"29282798";"06/04/2014";"06/04/2016"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"SAN JUAN";"COMITE NACIONAL";"DELEGADO TITULAR";"MERCADO";"JUAN MANUEL";"29282798";"06/04/2014";"06/04/2016"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"MESA EJECUTIVA PROVINCIAL";"TITULAR";"CARRIZO SANCHEZ";"JULIETA";"29283854";"11/03/2013";"11/03/2015"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"MESA EJECUTIVA PROVINCIAL";"VOCAL";"CARRIZO SANCHEZ";"JULIETA";"29283854";"11/03/2013";"11/03/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"LA RIOJA";"TRIBUNAL PROVINCIAL DE DISCIPLINA";"TITULAR";"BRIZUELA";"GRACIELA DEL VALLE";"29284104";"09/04/2012";"09/04/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"LA RIOJA";"MESA DIRECTIVA CENTRO - DPTO.GRAL. BELGRANO";"TITULAR";"BRIZUELA";"GRACIELA DEL VALLE";"29284104";"09/04/2012";"09/04/2014"
"DISTRITO";"157";"FRENTE DEL PUEBLO";"LA RIOJA";"CONGRESO DPTO.CASTRO BARROS";"TITULAR 2°";"DE LA VEGA";"GASTON DARIO";"29284855";"30/04/2013";"30/04/2017"
"DISTRITO";"198";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"LA PAMPA";"MESA DE CONDUCCION";"ASAMBLEISTA TITULAR";"DEL MALVAR";"ELY ADRIANA";"29292892";"10/01/2014";"10/01/2016"
"DISTRITO";"209";"ARRIBA JUJUY";"JUJUY";"ASAMBLEA PROVINCIAL";"TITULAR";"BURGOS";"DEOLINDA ROMINA";"29293272";"13/06/2013";"13/06/2015"
"DISTRITO";"209";"ARRIBA JUJUY";"JUJUY";"ASAMBLEA PROVINCIAL";"TITULAR";"LUNA";"CLAUDIA GISELA";"29293327";"13/06/2013";"13/06/2015"
"DISTRITO";"209";"ARRIBA JUJUY";"JUJUY";"JUNTA PROVINCIAL";"VOCAL";"ALBARRACIN";"CRISTIAN NICOLAS";"29293495";"13/06/2013";"13/06/2015"
"DISTRITO";"203";"SALTA SOMOS TODOS";"SALTA";"TRIBUNAL DE ÉTICA Y CONDUCTA";"MIEMBRO TITULAR";"VALE";"CATALINA DE LOS ANGELES";"29293541";"27/09/2012";"27/09/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"SANTA CRUZ";"JUNTA EJECUTIVA PROVINCIAL";"SECRETARIO ASUNTOS JUVENILES";"URIBE";"RODRIGO IVAN";"29294191";"06/11/2009";"06/11/11 S/PL 3/11/11"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"RÍO NEGRO";"REPRESENTACION PROVINCIAL DE CHOELE CHOEL";"ASAMBLEISTA SUPLENTE";"HEIM";"ELIANA PAMELA";"29300572";"07/07/2013";"07/07/2015"
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"SAN JUAN";"CONSEJO DIRECTIVO PROVINCIAL";"VOCAL TITULAR";"SALINAS PEREZ";"ANGEL EDUARDO";"29302837";"16/12/2013";"16/12/2015"
"DISTRITO";"187";"PARTIDO SOCIAL PATAGÓNICO";"TIERRA DEL FUEGO";"MESA PROVINCIAL";"TITULAR";"PAZOS";"ANA INES";"29307063";"01/05/2014";"01/05/2017"
"DISTRITO";"204";"PARTIDO PROYECTO POPULAR";"CATAMARCA";"CONGRESO PROVINCIAL";"TITULAR";"UÑATES BUANADER";"CECILIA LAURA";"29309821";"18/03/2014";"18/03/2018"
